5.747000000000000000e+03,1.000000000000000000e+00,2.000000000000000000e+01,5.000000000000000000e+00,2.900000000000000000e+01,3.100000000000000000e+01,2.500000000000000000e+01,3.000000000000000000e+00,4.800000000000000000e+01,1.400000000000000000e+01
1.000000000000000000e+00,6.613000000000000000e+03,1.500000000000000000e+01,1.800000000000000000e+01,9.000000000000000000e+00,2.200000000000000000e+01,6.000000000000000000e+00,1.700000000000000000e+01,3.200000000000000000e+01,9.000000000000000000e+00
4.500000000000000000e+01,2.600000000000000000e+01,5.338000000000000000e+03,1.260000000000000000e+02,7.800000000000000000e+01,4.800000000000000000e+01,5.600000000000000000e+01,6.100000000000000000e+01,1.680000000000000000e+02,1.200000000000000000e+01
5.000000000000000000e+00,9.000000000000000000e+00,1.100000000000000000e+02,5.519000000000000000e+03,6.000000000000000000e+00,2.600000000000000000e+02,7.000000000000000000e+00,5.000000000000000000e+01,1.280000000000000000e+02,3.700000000000000000e+01
2.000000000000000000e+01,1.400000000000000000e+01,2.200000000000000000e+01,1.000000000000000000e+00,5.546000000000000000e+03,5.000000000000000000e+00,3.000000000000000000e+01,1.700000000000000000e+01,1.500000000000000000e+01,1.720000000000000000e+02
2.700000000000000000e+01,9.000000000000000000e+00,2.900000000000000000e+01,1.180000000000000000e+02,4.900000000000000000e+01,4.955000000000000000e+03,6.300000000000000000e+01,3.000000000000000000e+00,1.360000000000000000e+02,3.200000000000000000e+01
3.900000000000000000e+01,8.000000000000000000e+00,2.500000000000000000e+01,2.000000000000000000e+00,3.200000000000000000e+01,1.510000000000000000e+02,5.601000000000000000e+03,0.000000000000000000e+00,6.000000000000000000e+01,0.000000000000000000e+00
1.400000000000000000e+01,2.600000000000000000e+01,6.300000000000000000e+01,3.200000000000000000e+01,7.600000000000000000e+01,6.000000000000000000e+00,3.000000000000000000e+00,5.832000000000000000e+03,2.000000000000000000e+01,1.930000000000000000e+02
1.300000000000000000e+01,2.900000000000000000e+01,5.000000000000000000e+01,6.500000000000000000e+01,1.900000000000000000e+01,1.040000000000000000e+02,2.800000000000000000e+01,3.000000000000000000e+00,5.482000000000000000e+03,5.800000000000000000e+01
3.300000000000000000e+01,6.000000000000000000e+00,0.000000000000000000e+00,4.100000000000000000e+01,1.640000000000000000e+02,3.900000000000000000e+01,0.000000000000000000e+00,9.800000000000000000e+01,6.200000000000000000e+01,5.506000000000000000e+03
